Ort;Plz;Bundesland;lat;lng;km
Hüblingen;56479;Rheinland-Pfalz;50,576686;8,04837;358
Hückelhoven;41836;Nordrhein-Westfalen;51,0454321;6,2222549;381
Hückeswagen;42499;Nordrhein-Westfalen;51,1490386;7,3293896;325
Hude;25876;Schlewig-Holstein;54,4022926;9,1937722;110
Hude;27798;Niedersachsen;53,119698;8,3475079;123
Hüde;49448;Niedersachsen;52,4618011;8,3761471;165
Huderfähre;25876;Schlewig-Holstein;54,4022926;9,1937722;110
Hüffelsheim;55595;Rheinland-Pfalz;49,8638457;7,7317592;440
Hüffenhardt;74928;Baden-Württemberg;49,2905074;9,0817444;478
Hüffler;66909;Rheinland-Pfalz;49,476997;7,3454636;490
Hüfingen;78183;Baden-Württemberg;47,9233502;8,4886794;635
Hufschlag;83359;Bayern;51,165691;10,451526;267
Hugelitz;88147;Bayern;47,6150907;9,7139813;660
Hügelsheim;76549;Baden-Württemberg;48,7973623;8,11168;545
Huglfing;82386;Bayern;47,768579;11,1259042;647
Hugoldsdorf;18465;Mecklenburg-Vorpommern;54,0913334;12,76019;188
Hühnerkirche;65510;Hessen;50,240987;8,2573012;388
Huisheim;86685;Bayern;48,8252004;10,70407;527
Huje;25588;Schlewig-Holstein;53,9769093;9,4348226;62
Hülben;72584;Baden-Württemberg;48,5228624;9,4097174;561
Hüll;82205;Bayern;48,1156672;11,2640182;610
Hüllhorst;32609;Nordrhein-Westfalen;52,2670048;8,669796;170
Hülsebeck;16949;Brandenburg;51,165691;10,451526;267
Hülseburg;19230;Mecklenburg-Vorpommern;53,40188;11,2495709;81
Hülsede;31867;Niedersachsen;52,2741504;9,367927;149
Hümmel;53520;Rheinland-Pfalz;50,422681;6,907561;409
Hummelfeld;24357;Schlewig-Holstein;54,4859858;9,7099446;106
Hummelshain;7768;Thüringen;50,8001196;11,583762;323
Hummelshalden;73550;Baden-Württemberg;48,7527764;9,8333164;534
Hummelshalden;73550;Baden-Württemberg;48,7527764;9,8333164;534
Hummeltal;95503;Bayern;49,8949337;11,5061666;419
Hümmerich;53547;Rheinland-Pfalz;50,5651574;7,3805962;379
Hümpfershausen;98634;Thüringen;50,6061745;10,1562028;328
Humptrup;25923;Schlewig-Holstein;54,8729878;8,8974878;165
Hundebusch;23909;Schlewig-Holstein;53,6982277;10,7717809;50
Hundeluft;6862;Sachsen-Anhalt;51,9240181;12,2598622;234
Hunderdorf;94336;Bayern;48,9561138;12,7253658;544
Hundertmorgen;64395;Hessen;49,770068;8,8908969;428
Hundeshagen;37339;Thüringen;51,4572669;10,363573;234
Hundhaupten;7557;Thüringen;50,8146117;12,0323846;333
Hundheim;56288;Rheinland-Pfalz;50,0713228;7,4451128;426
Hunding;94551;Bayern;48,8421643;13,1765942;567
Hundisburg;39343;Sachsen-Anhalt;52,2248602;11,3045259;170
Hundsangen;56414;Rheinland-Pfalz;50,481128;7,9437196;370
Hundsbach;55621;Rheinland-Pfalz;49,7261129;7,5590847;459
Hundsdorf;56235;Rheinland-Pfalz;50,4700254;7,7229043;378
Hundshübel;8318;Sachsen;;;392
Hundsrück;63863;Bayern;49,8219166;9,2551054;418
Hundsweihersägemühle;67714;Rheinland-Pfalz;49,2888517;7,6702504;502
Hünenfeld;56323;Rheinland-Pfalz;50,2772054;7,5360199;403
Hünfeld;36088;Hessen;50,6562745;9,7514392;322
Hünfelden;65597;Hessen;50,3204177;8,1617621;382
Hungen;35410;Hessen;50,4831415;8,9182902;350
Hungenroth;56281;Rheinland-Pfalz;50,1558173;7,5557784;414
Hünstetten;65510;Hessen;50,240987;8,2573012;388
Hünxe;46569;Nordrhein-Westfalen;51,6361917;6,7702394;307
Hunzel;56355;Rheinland-Pfalz;50,2013902;7,85813;402
Hunzen;37620;Niedersachsen;51,9905409;9,561637;177
Hupperath;54518;Rheinland-Pfalz;49,9522134;6,8181172;458
Hüpstedt;99976;Thüringen;51,2562623;10,3591531;256
Hurlach;86857;Bayern;48,1189049;10,8135962;606
Hurt;83374;Bayern;47,9454517;12,6018174;649
Hürtgenwald;52393;Nordrhein-Westfalen;50,7025737;6,3786897;404
Hürth;50354;Nordrhein-Westfalen;50,8631453;6,8596159;369
Hurtingöd;95689;Bayern;49,9235517;12,135215;428
Hürup;24975;Schlewig-Holstein;54,7496129;9,5620288;137
Husby;24975;Schlewig-Holstein;54,7496129;9,5620288;137
Hüsby;24850;Schlewig-Holstein;54,515261;9,4724775;114
Hüselitz;39579;Sachsen-Anhalt;52,6226843;11,6509305;149
Husum;25813;Schlewig-Holstein;54,456652;9,0593285;120
Husum;31632;Niedersachsen;52,5643063;9,25064;122
Hütschenhausen;66882;Rheinland-Pfalz;49,4239762;7,4783025;492
Hüttblek;24641;Schlewig-Holstein;53,8501778;10,1034956;33
Hütte Gem Dörnberg;56379;Rheinland-Pfalz;50,2807401;7,8345152;394
Hüttelngesäß;63776;Hessen;50,0602537;9,1434156;393
Hütten;18209;Mecklenburg-Vorpommern;54,0994665;11,8760791;135
Hütten;24358;Schlewig-Holstein;54,4243264;9,6854009;100
Hütten;39345;Sachsen-Anhalt;52,3373676;11,3659682;161
Hütten;54673;Rheinland-Pfalz;49,9955074;6,2324413;474
Hüttenberg;35625;Hessen;50,5174295;8,5852818;352
Hüttengrund;96515;Thüringen;50,369682;11,1814209;362
Hüttenrode;38889;Sachsen-Anhalt;51,7868484;10,950987;205
Hütterscheid;54636;Rheinland-Pfalz;49,9978924;6,4962668;464
Hüttgeswasen;55743;Rheinland-Pfalz;49,7142606;7,3447858;466
Hutthurm;94116;Bayern;48,671813;13,4717257;593
Hüttingen;54636;Rheinland-Pfalz;49,9978924;6,4962668;464
Hüttingen;54675;Rheinland-Pfalz;49,9087381;6,3139234;480
Hüttisheim;89185;Baden-Württemberg;48,2835264;9,9461636;586
Hüttlingen;73460;Baden-Württemberg;48,8924135;10,1005875;518
Hüven;49751;Niedersachsen;52,8411252;7,5191233;186
Huy-Neinstedt;38836;Sachsen-Anhalt;52,0089346;10,8644139;180
Hye;24392;Schlewig-Holstein;54,6415512;9,803084;122
Ibach;79837;Baden-Württemberg;47,7642052;8,1088955;658
Ibanitz;1594;Sachsen;51,2606788;13,2323241;334
Ibbenbüren;49477;Nordrhein-Westfalen;52,2750008;7,7099696;211
Ibbenbüren;49479;Nordrhein-Westfalen;52,2483027;7,7094645;214
Ichenhausen;89335;Bayern;48,3751612;10,275724;576
Ichstedt;6556;Thüringen;51,3667759;11,2919115;257
Ichtershausen;99334;Thüringen;50,8784168;10,972117;304
Icking;82057;Bayern;47,9441316;11,4237607;631
Idar-Oberstein;55743;Rheinland-Pfalz;49,7142606;7,3447858;466
Idelberg;57612;Rheinland-Pfalz;50,7272979;7,6947974;353
Iden;39606;Sachsen-Anhalt;52,7890715;11,7223312;140
Idenheim;54636;Rheinland-Pfalz;49,9978924;6,4962668;464
Idesheim;54636;Rheinland-Pfalz;49,9978924;6,4962668;464
Idstedt;24879;Schlewig-Holstein;54,5772663;9,5006968;120
Idstein;65510;Hessen;50,240987;8,2573012;388
Iffeldorf;82393;Bayern;47,7897893;11,3157794;647
Iffezheim;76473;Baden-Württemberg;48,8192709;8,1454897;543
Ifta;99831;Thüringen;51,052495;10,2482525;278
Igel;54298;Rheinland-Pfalz;49,8530866;6,5693978;476
Igelsbach;69412;Hessen;49,4733124;9,0061295;459
Igensdorf;91338;Bayern;49,6231756;11,2314398;444
Igersheim;97999;Baden-Württemberg;49,5279849;9,8421014;448
Iggensbach;94547;Bayern;48,7302412;13,1427051;578
Iggingen;73574;Baden-Württemberg;48,832636;9,8756013;525
Igling;86859;Bayern;48,0728373;10,8075938;611
Ihleburg;39291;Sachsen-Anhalt;52,1425433;11,9549183;202
Ihlewitz;6347;Sachsen-Anhalt;51,6333491;11,6249486;238
Ihlienworth;21775;Niedersachsen;53,6903565;8,8801425;79
Ihlow;14913;Brandenburg;51,9506638;13,0987394;272
Ihlow;15377;Brandenburg;52,5680015;14,0735324;290
Ihlow;26632;Niedersachsen;53,4000234;7,390384;177
Ihringen;79241;Baden-Württemberg;48,0429259;7,6482311;635
Ihrlerstein;93346;Bayern;48,9345588;11,8667835;529
Ilberstedt;6408;Sachsen-Anhalt;51,8019786;11,6685635;223
Ilbesheim;67294;Rheinland-Pfalz;49,682705;8,0491858;452
Ilbesheim;76831;Rheinland-Pfalz;49,1370855;8,1018792;509
Ilfeld;99768;Thüringen;51,5770946;10,7874954;225
Ilgenhof;73655;Baden-Württemberg;48,7972102;9,6086365;529
Illeben;99958;Thüringen;51,0937825;10,7501659;277
Illerich;56814;Rheinland-Pfalz;50,1936901;7,1536061;423
Illerkirchberg;89171;Baden-Württemberg;48,3290569;10,0008527;581
Illerrieden;89186;Baden-Württemberg;48,270349;10,0518802;587
Illertissen;89257;Bayern;48,2237887;10,1112171;592
Illesheim;91471;Bayern;49,4753565;10,3848789;454
Illingen;66557;Saarland;49,3856149;7,03283;508
Illingen;75428;Baden-Württemberg;48,955636;8,9190838;517
Illmensee;88636;Baden-Württemberg;47,861688;9,3702561;634
Illmersdorf;3116;Brandenburg;51,6557467;14,2241663;352
Illmersdorf;14913;Brandenburg;51,9506638;13,0987394;272
Illschwang;92278;Bayern;49,4487572;11,6851303;470
Ilmenau;98693;Thüringen;50,6998937;10,9065607;322
Ilmmünster;85304;Bayern;48,4867333;11,5019081;572
Ilsede;31241;Niedersachsen;52,2627117;10,193176;144
Ilsenburg;38871;Sachsen-Anhalt;51,8953572;10,7034246;189
Ilsfeld;74360;Baden-Württemberg;49,0600119;9,2559826;502
Ilshofen;74532;Baden-Württemberg;49,1522704;9,9214447;489
Iltishof;73037;Baden-Württemberg;48,7285331;9,701655;537
Ilvesheim;68549;Baden-Württemberg;49,4785561;8,5682453;464
Im Hengstrain;72138;Baden-Württemberg;48,5423324;9,1382919;561
Immekath;38486;Sachsen-Anhalt;52,6260306;11,1718704;127
Immelborn;36433;Thüringen;50,8226493;10,254024;304
Immendingen;78194;Baden-Württemberg;47,9375825;8,7268199;631
Immenhausen;34376;Hessen;51,4285881;9,4770621;239
Immenhof;56346;Rheinland-Pfalz;50,1922456;7,6857382;407
Immenreuth;95505;Bayern;49,9373557;11,8542996;421
Immenrode;99713;Thüringen;51,2862655;10,7338206;256
Immenrode;99735;Thüringen;51,4711739;10,7422562;236
Immenstaad;88090;Baden-Württemberg;47,6489916;9,35605;658
Immenstadt;87509;Bayern;47,5779411;10,1847018;664
Immenstedt;25767;Schlewig-Holstein;54,1428732;9,2724517;83
Immenstedt;25885;Schlewig-Holstein;54,5098669;9,2306568;119
Immerath;54552;Rheinland-Pfalz;50,177056;6,8805547;434
Immert;54426;Rheinland-Pfalz;49,7605212;6,9527975;472
Immesheim;67308;Rheinland-Pfalz;49,6419417;8,1341598;454
Impflingen;76831;Rheinland-Pfalz;49,1370855;8,1018792;509
Imsbach;67817;Rheinland-Pfalz;49,5823072;7,8794483;466
Imsweiler;67808;Rheinland-Pfalz;49,6537623;7,8732879;459
Inchenhofen;86570;Bayern;48,514434;11,1071081;565
Inden;52459;Nordrhein-Westfalen;50,8466091;6,3578351;392
Ingelbach;57610;Rheinland-Pfalz;50,6824377;7,6625802;358
Ingelbach-Bahnhof;57612;Rheinland-Pfalz;50,7272979;7,6947974;353
Ingeleben;38385;Niedersachsen;52,1104722;10,8680583;169
Ingelfingen;74653;Baden-Württemberg;49,3043127;9,6979593;473
Ingelheim;55218;Rheinland-Pfalz;49,9643426;8,0716653;421
Ingendorf;54636;Rheinland-Pfalz;49,9978924;6,4962668;464
Ingenried;86980;Bayern;47,8063247;10,7859048;641
Ingersheim;74379;Baden-Württemberg;48,9610183;9,1817156;514
Ingersleben;99192;Thüringen;50,9105544;10,9151181;299
Ingoldingen;88456;Baden-Württemberg;48,0256579;9,7396589;615
Ingolstadt;85049;Bayern;48,7557151;11,3364793;541
Ingolstadt;85051;Bayern;48,7284803;11,4056139;544
Ingolstadt;85053;Bayern;48,7505672;11,4578898;543
Ingolstadt;85055;Bayern;48,7913836;11,4379428;538
Ingolstadt;85057;Bayern;48,7750985;11,4097351;539
Innernzell;94548;Bayern;48,8514411;13,2762786;569
Inning;82266;Bayern;48,0762653;11,1523493;614
Inning;84416;Bayern;48,3493437;12,1296543;596
Insel;39599;Sachsen-Anhalt;52,621384;11,7182476;152
Insel Koos;17493;Mecklenburg-Vorpommern;54,0906676;13,4425711;231
Insel Koos;17493;Mecklenburg-Vorpommern;54,0906676;13,4425711;231
Insel Mainau;78465;Baden-Württemberg;47,7247566;9,1567227;651
Insel Mainau;78465;Baden-Württemberg;47,7247566;9,1567227;651
Insel Poel;23999;Mecklenburg-Vorpommern;53,9986083;11,4394866;104
Insel Riems;17498;Mecklenburg-Vorpommern;54,1184243;13,3762383;227
Insel Riems;17498;Mecklenburg-Vorpommern;54,1184243;13,3762383;227
Insel Vilm;18581;Mecklenburg-Vorpommern;54,3502808;13,4767608;241
Inselhof;24794;Schlewig-Holstein;54,3303833;9,7079798;90
Insheim;76865;Rheinland-Pfalz;49,1583011;8,1463158;506
Insingen;91610;Bayern;49,3107041;10,1567671;472
Insul;53520;Rheinland-Pfalz;50,422681;6,907561;409
Inzell;83334;Bayern;47,7740484;12,7829992;670
Inzigkofen;72514;Baden-Württemberg;48,0649091;9,1418191;613
Inzlingen;79594;Baden-Württemberg;47,5881026;7,684395;684
Iphofen;97346;Bayern;49,6712036;10,3220782;432
Ippenschied;55566;Rheinland-Pfalz;49,7972954;7,6490337;449
Ippesheim;97258;Bayern;49,5853028;10,1294722;441
Ipsheim;91472;Bayern;49,5264553;10,4827583;448
Irchenrieth;92699;Bayern;49,645862;12,2094228;459
Irlbach;94342;Bayern;48,8334311;12,724474;557
Irmannsweiler;73566;Baden-Württemberg;48,7418595;9,9595419;535
Irmenach;56843;Rheinland-Pfalz;49,9293506;7,19575;448
Irmtraut;56479;Rheinland-Pfalz;50,576686;8,04837;358
Irndorf;78597;Baden-Württemberg;48,0740839;8,9628506;614
Irrel;54666;Rheinland-Pfalz;49,8470398;6,456844;480
Irrhausen;54689;Rheinland-Pfalz;50,0701582;6,185825;469
Irsch;54451;Rheinland-Pfalz;49,6038825;6,5937094;499
Irschenberg;83737;Bayern;47,8102049;11,8988503;651
Irsee;87660;Bayern;47,9077968;10,5711555;629
Irxleben;39167;Sachsen-Anhalt;52,1351762;11,5013104;185
Isen;84424;Bayern;48,2112615;12,0571467;610
Isenburg;56271;Rheinland-Pfalz;50,6045864;7,6819677;365
Isenbüttel;38550;Niedersachsen;52,4375386;10,5849963;129
Iserlohn;58636;Nordrhein-Westfalen;51,3811544;7,7168169;288
Iserlohn;58638;Nordrhein-Westfalen;51,3833068;7,684607;289
Iserlohn;58640;Nordrhein-Westfalen;51,421991;7,67204;286
Iserlohn;58642;Nordrhein-Westfalen;51,3656583;7,6100335;294
Iserlohn;58644;Nordrhein-Westfalen;51,3580473;7,6814401;292
Isernhagen;30916;Niedersachsen;52,4529327;9,8519046;123
Isert;57612;Rheinland-Pfalz;50,7272979;7,6947974;353
Ismaning;85737;Bayern;48,2320646;11,7067787;603
Isny;88316;Baden-Württemberg;47,7087842;10,0546144;650
Ispringen;75228;Baden-Württemberg;48,9226553;8,6714537;523
Isselbach;65558;Rheinland-Pfalz;50,354902;8,0486556;381
Isselburg;46419;Nordrhein-Westfalen;51,8331306;6,4641478;308
Isseroda;99428;Thüringen;50,9603025;11,2556246;300
Issersheilingen;99947;Thüringen;51,0949266;10,6232172;276
Isserstedt;7751;Thüringen;50,8753572;11,6205539;316
Isserstedt;7751;Thüringen;50,8753572;11,6205539;316
Issigau;95188;Bayern;50,3771342;11,7201882;371
Issum;47661;Nordrhein-Westfalen;51,5399953;6,4134557;332
Isterberg;48465;Niedersachsen;52,3442297;7,2080506;233
Itterbeck;49847;Niedersachsen;52,5045672;6,8039594;246
Ittlingen;74930;Baden-Württemberg;49,1924414;8,9319042;491
Itzehoe;25524;Schlewig-Holstein;53,9366967;9,5192039;55
Itzgrund;96274;Bayern;50,1577691;10,8889735;382
Itzstedt;23845;Schlewig-Holstein;53,8379279;10,1828448;33
Iven;17391;Mecklenburg-Vorpommern;53,8394543;13,4791037;228
Ivenack;17153;Mecklenburg-Vorpommern;53,6689198;12,9307588;191
Ivendorf;18211;Mecklenburg-Vorpommern;54,1357268;11,9556088;141
Ivenrode;39343;Sachsen-Anhalt;52,2248602;11,3045259;170
Jabel;16909;Brandenburg;53,1211501;12,5152596;171
Jabel;17194;Mecklenburg-Vorpommern;53,582166;12,5099551;163
Jabelitz;18246;Mecklenburg-Vorpommern;53,8608661;11,9439117;129
Jachenau;83676;Bayern;47,6054173;11,4347172;668
Jacobsdorf;15236;Brandenburg;52,293446;14,4889278;329
Jade;26349;Niedersachsen;53,3440757;8,2416234;122
Jaebetz;17209;Mecklenburg-Vorpommern;53,3246846;12,4535308;161
Jagdschloß Thiergarten;93093;Bayern;49,0324436;12,2073717;524
Jagdshof;96515;Thüringen;50,369682;11,1814209;362
Jagel;19309;Brandenburg;53,0831507;11,4981465;109
Jagel;24878;Schlewig-Holstein;54,4458812;9,5543581;105
Jägerhaus;8491;Sachsen;50,6135241;12,2451845;359
Jägerlust Forsthaus;67808;Rheinland-Pfalz;49,6537623;7,8732879;459
Jagsal;4936;Brandenburg;51,7417083;13,4212133;304
Jagsthausen;74249;Baden-Württemberg;49,3080604;9,4691302;473
Jagstzell;73489;Baden-Württemberg;49,0300234;10,0982292;503
Jahn;83359;Bayern;51,165691;10,451526;267
Jahnberge;16833;Brandenburg;52,7619081;12,8119414;204
Jahnhöhe;85276;Bayern;48,5569545;11,4956969;564
Jahnishausen;1594;Sachsen;51,2606788;13,2323241;334
Jahnishausen;1594;Sachsen;51,2606788;13,2323241;334
Jahnsdorf;9387;Sachsen;50,7655397;12,8021669;362
Jahnsfelde;15320;Brandenburg;52,5959574;14,2363719;299
Jahrsdorf;24594;Schlewig-Holstein;54,1099748;9,6873623;67
Jahrstedt;38486;Sachsen-Anhalt;52,6260306;11,1718704;127
Jakobsberg;74417;Baden-Württemberg;48,9339518;9,7435783;514
Jakobsdorf;18442;Mecklenburg-Vorpommern;54,3005199;12,9285887;206
Jakobsweiler;67814;Rheinland-Pfalz;49,6292961;7,9307795;460
Jamel;23968;Mecklenburg-Vorpommern;53,9059654;11,4060024;98
Jameln;29479;Niedersachsen;53,0420372;11,075672;89
Jamlitz;15868;Brandenburg;51,9833876;14,2995524;335
Jämlitz;3130;Brandenburg;51,5837985;14,3759135;365
Jandelsbrunn;94118;Bayern;48,7205619;13,694591;594
Jänickendorf;15518;Brandenburg;52,3864736;14,19504;306
Janisroda;6618;Sachsen-Anhalt;51,1050239;11,8277849;298
Janneby;24992;Schlewig-Holstein;54,6182015;9,2650325;129
Jännersdorf;16949;Brandenburg;51,165691;10,451526;267
Jannowitz;1945;Brandenburg;51,4566131;13,8642648;348
Jänschwalde;3197;Brandenburg;51,8629962;14,5093579;354
Jänschwalde Ost;3197;Brandenburg;51,8629962;14,5093579;354
Japenzin;17392;Mecklenburg-Vorpommern;53,7627547;13,5693771;233
Jarchau;39596;Sachsen-Anhalt;52,727602;11,9501613;156
Jarchow;19376;Mecklenburg-Vorpommern;53,3181174;11,927909;127
Jardelund;24994;Schlewig-Holstein;54,8114012;9,1954742;151
Jarmen;17126;Mecklenburg-Vorpommern;53,923369;13,3365004;220
Jarplund-Weding;24941;Schlewig-Holstein;54,7675063;9,4051553;142
Jasnitz;19230;Mecklenburg-Vorpommern;53,40188;11,2495709;81
Jatzke;17099;Mecklenburg-Vorpommern;53,6079275;13,475284;226
Jatznick;17309;Mecklenburg-Vorpommern;53,5025658;13,9995295;261
Jävenitz;39638;Sachsen-Anhalt;52,5386734;11,4050865;145
Jeber-Bergfrieden;6862;Sachsen-Anhalt;51,9240181;12,2598622;234
Jeckenbach;55592;Rheinland-Pfalz;49,7183132;7,6287051;458
Jederitz;39524;Sachsen-Anhalt;52,582928;12,0388604;171
Jeeben;38489;Sachsen-Anhalt;52,6840481;11,0160892;116
Jeese;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Jeetze;39624;Sachsen-Anhalt;52,6870681;11,4372016;133
Jeggau;39649;Sachsen-Anhalt;52,4957138;11,1782351;140
Jeggeleben;29416;Sachsen-Anhalt;52,7964329;11,3337223;120
Jehserig;3116;Brandenburg;51,6557467;14,2241663;352
Jellen b Dobbertin;19399;Mecklenburg-Vorpommern;53,5838512;12,0713544;134
Jellen b Goldberg;19399;Mecklenburg-Vorpommern;53,5838512;12,0713544;134
Jelmstorf;29585;Niedersachsen;53,1074611;10,5395607;59
Jembke;38477;Niedersachsen;52,5000834;10,7637591;126
Jemgum;26844;Niedersachsen;53,2681662;7,3849623;179
Jena;7743;Thüringen;50,9638975;11,6024872;306
Jena;7745;Thüringen;50,9044763;11,5632868;312
Jena;7747;Thüringen;50,8869979;11,6159945;315
Jena;7749;Thüringen;50,9342352;11,6071518;310
Jenalöbnitz;7751;Thüringen;50,8753572;11,6205539;316
Jenaprießnitz;7751;Thüringen;50,8753572;11,6205539;316
Jenaprießnitz;7751;Thüringen;50,8753572;11,6205539;316
Jengen;86860;Bayern;47,9941857;10,702901;620
Jennewitz;18230;Mecklenburg-Vorpommern;54,1083782;11,6744498;123
Jeppern;25878;Schlewig-Holstein;54,3661162;9,1640261;108
Jerchel;14715;Brandenburg;52,5979018;12,5204131;196
Jerchel;39517;Sachsen-Anhalt;52,4339852;11,810623;171
Jerchel;39638;Sachsen-Anhalt;52,5386734;11,4050865;145
Jeremiasmühle;56457;Rheinland-Pfalz;50,5684172;7,9619475;361
Jerichow;39319;Sachsen-Anhalt;52,4999163;12,0276471;177
Jerischke;3159;Brandenburg;51,638182;14,5996117;374
Jerrisbekfeld;24992;Schlewig-Holstein;54,6182015;9,2650325;129
Jerrishoe;24963;Schlewig-Holstein;54,6584899;9,3824058;131
Jersbek;22941;Schlewig-Holstein;53,7215478;10,260844;24
Jersleben;39326;Sachsen-Anhalt;52,2795833;11,624627;176
Jerxheim;38381;Niedersachsen;52,0754837;10,8981007;174
Jesberg;34632;Hessen;50,9978006;9,1453859;290
Jesendorf;19417;Mecklenburg-Vorpommern;53,7913061;11,6468601;109
Jesenwang;82287;Bayern;48,1637886;11,1326575;604
Jeserig;14778;Brandenburg;52,4852242;12,5600977;206
Jeserig;14822;Brandenburg;52,2003735;12,7926843;238
Jeserig;14827;Brandenburg;52,1141093;12,4557646;227
Jeserigerhütten;14827;Brandenburg;52,1141093;12,4557646;227
Jeseritz;39638;Sachsen-Anhalt;52,5386734;11,4050865;145
Jesewitz;4838;Sachsen;51,4869004;12,6411982;289
Jeshop;23623;Schlewig-Holstein;54,0034766;10,5536419;60
Jessen;6917;Sachsen-Anhalt;51,8346387;12,9829937;275
Jessenitz;19249;Mecklenburg-Vorpommern;53,3034651;11,0836914;74
Jessenitz-Werk;19249;Mecklenburg-Vorpommern;53,3034651;11,0836914;74
Jessern;15913;Brandenburg;51,912884;14,1237623;329
Jeßnigk;4916;Brandenburg;51,7208106;13,2298038;296
Jeßnitz;6800;Sachsen-Anhalt;51,6867172;12,3244636;258
Jesteburg;21266;Niedersachsen;53,3069021;9,9538261;28
Jestetten;79798;Baden-Württemberg;47,6515443;8,5653412;664
Jethe;3149;Brandenburg;51,7307002;14,5768168;366
Jetsch;15938;Brandenburg;51,9748677;13,5997631;296
Jettenbach;66887;Rheinland-Pfalz;49,5803036;7,5135941;475
Jettenbach;84555;Bayern;48,1577661;12,3605978;621
Jettenhausen;82064;Bayern;47,9846827;11,5188429;627
Jettingen;71131;Baden-Württemberg;48,5694299;8,7785929;561
Jettingen-Scheppach;89343;Bayern;48,3939093;10,4578772;574
Jetzendorf;85305;Bayern;48,4368995;11,4171503;577
Jevenberg;24797;Schlewig-Holstein;54,2039659;9,5451802;80
Jevenstedt;24808;Schlewig-Holstein;54,2312803;9,6850726;79
Jever;26441;Niedersachsen;53,5552555;7,8530269;145
Joachimsthal;16247;Brandenburg;52,9794582;13,7448595;254
Jocketa;8543;Sachsen;50,5579773;12,1718081;363
Jockgrim;76751;Rheinland-Pfalz;49,0832083;8,2858353;512
Jocksdorf;3149;Brandenburg;51,7307002;14,5768168;366
Johannesberg;63867;Bayern;50,0259948;9,1344755;397
Johanngeorgenstadt;8349;Sachsen;50,4323597;12,6966658;391
Johannisberg;17337;Mecklenburg-Vorpommern;53,4503954;13,8047266;249
Johanniskirchen;84381;Bayern;48,5335612;12,948316;593
Johannstorf;23942;Mecklenburg-Vorpommern;53,9075024;10,9756418;73
Jöhstadt;9477;Sachsen;50,5320843;13,119003;396
Joldelund;25862;Schlewig-Holstein;54,6721829;9,1323746;138
Jonaswalde;4626;Thüringen;50,8852891;12,3100885;334
Jördenstorf;17168;Mecklenburg-Vorpommern;53,8825629;12,5868168;171
Jork;21635;Niedersachsen;53,5275423;9,7055678;23
Jörl;24992;Schlewig-Holstein;54,6182015;9,2650325;129
Jörnstorf;18233;Mecklenburg-Vorpommern;54,0177085;11,6980532;120
Josefsmühle;67294;Rheinland-Pfalz;49,682705;8,0491858;452
Jossgrund;63637;Hessen;50,160426;9,4447432;379
Jößnitz;8547;Sachsen;50,5517043;12,1267448;362
Jößnitz;8547;Sachsen;50,5517043;12,1267448;362
Jübar;38489;Sachsen-Anhalt;52,6840481;11,0160892;116
Jübek;24855;Schlewig-Holstein;54,5568763;9,3982282;120
Jüchen;41363;Nordrhein-Westfalen;51,0934811;6,4948537;365
Juchhöh;4720;Sachsen;51,1343172;13,1272418;340
Jüchsen;98631;Thüringen;50,4489525;10,4478809;346
Jückelberg;4618;Thüringen;50,959662;12,5889356;336
Jucken;54689;Rheinland-Pfalz;50,0701582;6,185825;469
Judenbach;96515;Thüringen;50,369682;11,1814209;362
Jüdenberg;6773;Sachsen-Anhalt;51,7288165;12,4549326;260
Jugendherberge Hormersdorf;9468;Sachsen;50,6244455;12,9084058;379
Jugendseeheim Kassel;25992;Schlewig-Holstein;55,0186448;8,4062649;195
Jugenheim;55270;Rheinland-Pfalz;49,9479376;8,1582778;421
Jühnde;37127;Niedersachsen;51,4682935;9,7447585;232
Jühnsdorf;15831;Brandenburg;52,3544004;13,3941651;261
Juist;26571;Niedersachsen;53,6781727;6,9958356;202
Julbach;84387;Bayern;48,2544443;12,9430966;623
Jülchendorf;19412;Mecklenburg-Vorpommern;53,7100925;11,6897425;110
Jülich;52428;Nordrhein-Westfalen;50,9418933;6,3944308;382
Juliusburg;21483;Schlewig-Holstein;53,434787;10,547205;35
Junghof;67316;Rheinland-Pfalz;49,5007945;8,0349479;471
Jungingen;72417;Baden-Württemberg;48,3283208;9,0439211;585
Jünkerath;54584;Rheinland-Pfalz;50,3319013;6,5956098;429
Jürgenshagen;18246;Mecklenburg-Vorpommern;53,8608661;11,9439117;129
Jürgenstorf;17153;Mecklenburg-Vorpommern;53,6689198;12,9307588;191
Jüterbog;14913;Brandenburg;51,9506638;13,0987394;272
Jütrichau;39264;Sachsen-Anhalt;52,0033435;12,2206875;226
Jützenbach;37345;Thüringen;51,5255045;10,4320323;227
Kaaks;25582;Schlewig-Holstein;53,9888496;9,5278023;60
Kaakstedt;17268;Brandenburg;53,1816287;13,5478841;236
Kaarßen;19273;Niedersachsen;53,2556839;10,9455174;68
Kaarst;41564;Nordrhein-Westfalen;51,2134619;6,602028;350
Kaarz;19412;Mecklenburg-Vorpommern;53,7100925;11,6897425;110
Kabelhorst;23738;Schlewig-Holstein;54,2196332;10,8833244;92
Kablow;15758;Brandenburg;51,165691;10,451526;267
Kablow Ziegelei;15758;Brandenburg;51,165691;10,451526;267
Käbschütztal;1665;Sachsen;51,0954089;13,4641847;358
Kachstedt;6556;Thüringen;51,3667759;11,2919115;257
