Ort;Plz;Bundesland;lat;lng;km
Bickenbach;64404;Hessen;49,7544299;8,6112975;434
Bickendorf;54636;Rheinland-Pfalz;49,9978924;6,4962668;464
Bickenriede;99976;Thüringen;51,2562623;10,3591531;256
Bickhusen;19258;Mecklenburg-Vorpommern;53,4035861;10,7615181;50
Bidingen;87651;Bayern;47,8284027;10,7107463;638
Biebelnheim;55234;Rheinland-Pfalz;49,702102;8,1388956;448
Biebelried;97318;Bayern;49,7451277;10,1875151;423
Biebelsheim;55546;Rheinland-Pfalz;49,7999708;7,9003493;443
Bieberehren;97243;Bayern;49,5150605;10,0084449;449
Biebergemünd;63599;Hessen;50,1620049;9,2974301;380
Biebern;55471;Rheinland-Pfalz;49,9960888;7,4446764;434
Biebersdorf;15913;Brandenburg;51,912884;14,1237623;329
Bieberstein;9629;Sachsen;51,0098256;13,3779264;362
Biebertal;35444;Hessen;50,6444528;8,5787406;338
Biebesheim;64584;Hessen;49,7826964;8,4489247;433
Biebing;83565;Bayern;48,0215561;12,03508;630
Biebrich;56370;Rheinland-Pfalz;50,2958457;7,9175351;390
Biedenkopf;35216;Hessen;50,9315987;8,5183866;309
Biederbach;79215;Baden-Württemberg;48,1718095;8,0718701;614
Biederitz;39175;Sachsen-Anhalt;52,147384;11,7618175;194
Biedershausen;66917;Rheinland-Pfalz;49,3171881;7,5211468;502
Biedesheim;67308;Rheinland-Pfalz;49,6419417;8,1341598;454
Biegen;15236;Brandenburg;52,293446;14,4889278;329
Biehlen;1945;Brandenburg;51,4566131;13,8642648;348
Biehlerhof;66996;Rheinland-Pfalz;49,0901357;7,6730261;523
Bielefeld;33602;Nordrhein-Westfalen;52,0230903;8,5337526;198
Bielefeld;33604;Nordrhein-Westfalen;52,0066434;8,5482855;199
Bielefeld;33605;Nordrhein-Westfalen;52,0010807;8,5795134;199
Bielefeld;33607;Nordrhein-Westfalen;52,0200879;8,5749022;197
Bielefeld;33609;Nordrhein-Westfalen;52,0414585;8,574528;195
Bielefeld;33611;Nordrhein-Westfalen;52,0486816;8,5486923;195
Bielefeld;33613;Nordrhein-Westfalen;52,0499345;8,5214223;196
Bielefeld;33615;Nordrhein-Westfalen;52,0303012;8,5079382;198
Bielefeld;33617;Nordrhein-Westfalen;52,005081;8,5246804;200
Bielefeld;33619;Nordrhein-Westfalen;52,0404442;8,4770585;198
Bielefeld;33647;Nordrhein-Westfalen;51,9852138;8,5045443;203
Bielefeld;33649;Nordrhein-Westfalen;51,977755;8,4602772;205
Bielefeld;33659;Nordrhein-Westfalen;51,9576538;8,5170368;205
Bielefeld;33689;Nordrhein-Westfalen;51,9516551;8,5991676;203
Bielefeld;33699;Nordrhein-Westfalen;51,9876349;8,6174004;199
Bielefeld;33719;Nordrhein-Westfalen;52,0199295;8,6134521;196
Bielefeld;33729;Nordrhein-Westfalen;52,0701622;8,6062946;191
Bielefeld;33739;Nordrhein-Westfalen;52,0848649;8,5283;192
Bielen;99735;Thüringen;51,4711739;10,7422562;236
Biendorf;6408;Sachsen-Anhalt;51,8019786;11,6685635;223
Biendorf;18230;Mecklenburg-Vorpommern;54,1083782;11,6744498;123
Bienenbüttel;29553;Niedersachsen;53,1336659;10,4896309;55
Bienstädt;99100;Thüringen;51,0744909;10,8554092;281
Biere;39221;Sachsen-Anhalt;51,9744682;11,6559649;206
Biermühle;54533;Rheinland-Pfalz;50,078658;6,7721778;447
Biersackschlag;93195;Bayern;49,1013557;12,0007019;513
Bierschbacher Mühle;53520;Rheinland-Pfalz;50,422681;6,907561;409
Biersdorf am See;54636;Rheinland-Pfalz;49,9978924;6,4962668;464
Bierstedt;29416;Sachsen-Anhalt;52,7964329;11,3337223;120
Biesdorf;54675;Rheinland-Pfalz;49,9087381;6,3139234;480
Biesenbrow;16278;Brandenburg;53,0425866;13,9842648;268
Biesendahlshof;16306;Brandenburg;53,2112456;14,209468;278
Biesenrode;6343;Sachsen-Anhalt;51,5981877;11,4586877;237
Biesenthal;16359;Brandenburg;52,7652459;13,6449564;255
Biessenhofen;87640;Bayern;47,8297724;10,6411599;638
Biesterholz;16928;Brandenburg;53,1344696;12,1805598;149
Bietigheim;76467;Baden-Württemberg;48,9103404;8,2531883;531
Bietigheim-Bissingen;74321;Baden-Württemberg;48,9535682;9,1241772;515
Bietikow;17291;Brandenburg;53,3193989;13,8724781;255
Bilkheim;56414;Rheinland-Pfalz;50,481128;7,9437196;370
Billeben;99713;Thüringen;51,2862655;10,7338206;256
Billerbeck;48727;Nordrhein-Westfalen;51,9948158;7,3364268;251
Billigheim;74842;Baden-Württemberg;49,3422183;9,2381485;471
Billigheim-Ingenheim;76831;Rheinland-Pfalz;49,1370855;8,1018792;509
Billroda;6647;Sachsen-Anhalt;51,1879685;11,531088;281
Bilsen;25485;Schlewig-Holstein;53,7729826;9,8469265;28
Bilshausen;37434;Niedersachsen;51,607631;10,2202484;216
Bilzingsleben;6578;Thüringen;51,2923697;11,1138654;261
Bimöhlen;24576;Schlewig-Holstein;53,9103397;9,8438131;42
Binau;74862;Baden-Württemberg;49,3731199;9,0751048;469
Binde;29416;Sachsen-Anhalt;52,7964329;11,3337223;120
Bindfelde;39590;Sachsen-Anhalt;52,5609374;11,9412645;168
Bindlach;95463;Bayern;50,0045679;11,6037542;409
Bindow;15754;Brandenburg;52,2958387;13,7901018;287
Bingen;55411;Rheinland-Pfalz;49,9437022;7,9225329;427
Bingen;72511;Baden-Württemberg;48,1135196;9,2835922;607
Bingenheimer Mühle;61203;Hessen;50,3586633;8,873986;364
Binnen;31619;Niedersachsen;52,6193259;9,1318896;120
Binningen;56754;Rheinland-Pfalz;50,2139589;7,2691328;417
Binnrot;88450;Baden-Württemberg;48,0420019;10,0830793;613
Binsfeld;54518;Rheinland-Pfalz;49,9522134;6,8181172;458
Binswangen;86637;Bayern;48,5556478;10,6754352;557
Binzen;79589;Baden-Württemberg;47,6343984;7,6182151;680
Bippen;49626;Niedersachsen;52,603715;7,682897;190
Birenbach;73102;Baden-Württemberg;48,7475958;9,6604669;535
Birgel;54587;Rheinland-Pfalz;50,3107313;6,6034584;431
Birgland;92262;Bayern;49,4373342;11,6168798;470
Birkachhof;71364;Baden-Württemberg;48,8697946;9,4066135;522
Birkenau;69488;Hessen;49,5629629;8,7084502;453
Birkenbeul;57589;Rheinland-Pfalz;50,7583154;7,6461652;351
Birkenfeld;55765;Rheinland-Pfalz;49,6429337;7,1735569;478
Birkenfeld;75217;Baden-Württemberg;48,8669176;8,6033234;530
Birkenfeld;97834;Bayern;49,858625;9,6950202;411
Birkenfelde;16928;Brandenburg;53,1344696;12,1805598;149
Birkenfelde;37318;Thüringen;51,3628667;10,0721805;243
Birkenhain;14979;Brandenburg;52,3687324;13,3165257;255
Birkenheide;67134;Rheinland-Pfalz;49,4857122;8,2599431;469
Birkenhof;55469;Rheinland-Pfalz;49,9895078;7,5462508;432
Birken-Honigsessen;57587;Rheinland-Pfalz;50,8187304;7,7421798;342
Birkenhördt;76889;Rheinland-Pfalz;49,0898713;7,962041;517
Birkenhügel;7366;Thüringen;50,4132317;11,6909252;367
Birkenschäferei;6528;Sachsen-Anhalt;51,4505828;11,2355362;247
Birkenstein;15366;Brandenburg;52,502411;13,6612383;268
Birkenstöcke;63699;Hessen;50,3512633;9,2054634;360
Birkenteich;73566;Baden-Württemberg;48,7418595;9,9595419;535
Birkenwerder;16547;Brandenburg;52,7017133;13,3018473;237
Birkheim;56291;Rheinland-Pfalz;50,1130379;7,5786331;418
Birkhof;73553;Baden-Württemberg;48,8554832;9,7000235;523
Birkhof;88441;Baden-Württemberg;48,0745026;9,7517479;609
Birkholz;15748;Brandenburg;52,1370465;13,817068;298
Birkholz;15831;Brandenburg;52,3544004;13,3941651;261
Birkholz;15848;Brandenburg;52,1511093;14,1489597;316
Birkholz;19357;Brandenburg;53,1627977;11,7453967;121
Birkholz;39517;Sachsen-Anhalt;52,4339852;11,810623;171
Birkhorst;14547;Brandenburg;52,2286552;12,9276162;243
Birkigt;7336;Thüringen;51,165691;10,451526;267
Birkungen;37327;Thüringen;51,3866136;10,3229117;241
Birkweiler;76831;Rheinland-Pfalz;49,1370855;8,1018792;509
Birlenbach;65626;Rheinland-Pfalz;50,3552824;7,9969665;382
Birnbach;57612;Rheinland-Pfalz;50,7272979;7,6947974;353
Birnbach;84419;Bayern;48,2717381;12,2587699;607
Birresborn;54574;Rheinland-Pfalz;50,1756437;6,6252242;443
Birstein;63633;Hessen;50,3532132;9,3081028;359
Birtlingen;54634;Rheinland-Pfalz;49,9681215;6,542346;466
Birx;98634;Thüringen;50,6061745;10,1562028;328
Bischberg;96120;Bayern;49,909159;10,8297748;408
Bischbrunn;97836;Bayern;49,8598827;9,5104031;412
Bischdorf;3205;Brandenburg;51,72805;13,9005015;330
Bischhagen;37308;Thüringen;51,3896504;10,1681603;240
Bischheim;67294;Rheinland-Pfalz;49,682705;8,0491858;452
Bischheim-Häslich;1920;Sachsen;51,2406659;14,0328293;373
Bischoffen;35649;Hessen;50,7135254;8,4922958;333
Bischofferode;37345;Thüringen;51,5255045;10,4320323;227
Bischofrod;98553;Thüringen;50,5367454;10,7450312;339
Bischofroda;99826;Thüringen;51,0787394;10,3351003;276
Bischofrode;6295;Sachsen-Anhalt;51,5520026;11,6114453;246
Bischofsgrün;95493;Bayern;50,0524123;11,7970089;407
Bischofsheim;65474;Hessen;49,9878934;8,3558769;413
Bischofsheim;97653;Bayern;50,4057912;9,9917781;350
Bischofsmais;94253;Bayern;48,9180518;13,0816748;557
Bischofswerda;1877;Sachsen;51,1344289;14,2020056;389
Bischofswiesen;83483;Bayern;47,6339042;12,958656;689
Bischweier;76476;Baden-Württemberg;48,8401777;8,2779022;538
Bisingen;72406;Baden-Württemberg;48,3012826;8,9406305;589
Bismarckquelle;21521;Schlewig-Holstein;53,5254266;10,3134718;18
Bismark;17322;Mecklenburg-Vorpommern;53,4989201;14,3043379;281
Bismark;39629;Sachsen-Anhalt;52,6614108;11,5554256;141
Bispingen;29646;Niedersachsen;53,122449;9,9920811;48
Bissee;24582;Schlewig-Holstein;54,1590001;10,0272619;68
Bissendorf;49143;Niedersachsen;52,2568353;8,2153054;189
Bissersheim;67281;Rheinland-Pfalz;49,5379495;8,1804938;464
Bissingen;73266;Baden-Württemberg;48,5990276;9,4962098;552
Bissingen;86657;Bayern;48,7170667;10,6175613;539
Bistensee;24358;Schlewig-Holstein;54,4243264;9,6854009;100
Bisterschied;67806;Rheinland-Pfalz;49,626978;7,8143697;463
Bitburg;54634;Rheinland-Pfalz;49,9681215;6,542346;466
Bitter;19273;Niedersachsen;53,2556839;10,9455174;68
Bitterfeld;6749;Sachsen-Anhalt;51,6209581;12,3393561;265
Bittkau;39517;Sachsen-Anhalt;52,4339852;11,810623;171
Bitz;72475;Baden-Württemberg;48,2441316;9,0926542;594
Bitzen;57539;Rheinland-Pfalz;50,7850416;7,6908038;347
Blaibach;93476;Bayern;49,1667312;12,8148867;524
Blaichach;87544;Bayern;47,4988619;10,1814183;673
Blandikow;16909;Brandenburg;53,1211501;12,5152596;171
Blangenmoorfeld;25715;Schlewig-Holstein;53,9499882;9,1386269;75
Blankenbach;63825;Bayern;50,0888541;9,239666;389
Blankenberg;7366;Thüringen;50,4132317;11,6909252;367
Blankenberg;16845;Brandenburg;52,858298;12,4343744;177
Blankenberg;19412;Mecklenburg-Vorpommern;53,7100925;11,6897425;110
Blankenburg;17291;Brandenburg;53,3193989;13,8724781;255
Blankenburg;38889;Sachsen-Anhalt;51,7868484;10,950987;205
Blankenburg;99955;Thüringen;51,1613707;10,8190946;271
Blankenfelde;15827;Brandenburg;52,3305353;13,4132058;263
Blankenförde;17237;Mecklenburg-Vorpommern;53,3587349;13,2452262;213
Blankenhagen;18182;Mecklenburg-Vorpommern;54,1743805;12,236193;159
Blankenhain;99444;Thüringen;50,8608808;11,3432892;312
Blankenheim;6528;Sachsen-Anhalt;51,4505828;11,2355362;247
Blankenheim;53945;Nordrhein-Westfalen;50,4130038;6,7376022;416
Blankenhof;17039;Mecklenburg-Vorpommern;53,6039926;13,2898821;214
Blankenrath;56865;Rheinland-Pfalz;50,0323575;7,280138;435
Blankensee;14959;Brandenburg;52,2317821;13,1885029;257
Blankensee;17237;Mecklenburg-Vorpommern;53,3587349;13,2452262;213
Blankensee;17322;Mecklenburg-Vorpommern;53,4989201;14,3043379;281
Blankenstein;7366;Thüringen;50,4132317;11,6909252;367
Blasdorf;15868;Brandenburg;51,9833876;14,2995524;335
Blaubach;66869;Rheinland-Pfalz;49,5464931;7,4027338;481
Blaubeuren;89143;Baden-Württemberg;48,4017399;9,8013294;573
Blaueishütte;83486;Bayern;47,5746419;12,8648473;694
Blauenthal;8318;Sachsen;;;392
Blaues Glück;7338;Thüringen;50,5813868;11,4786304;344
Blaufelden;74572;Baden-Württemberg;49,2911775;9,9706951;474
Blaustein;89134;Baden-Württemberg;48,4186746;9,9079761;571
Blechhammer;8309;Sachsen;50,4949414;12,5996586;382
Bleckede;21354;Niedersachsen;53,324568;10,6695675;48
Bleckederwerder;19273;Mecklenburg-Vorpommern;53,2556839;10,9455174;68
Bleckenrode;37339;Thüringen;51,4572669;10,363573;234
Bleckhausen;54570;Rheinland-Pfalz;50,1332506;6,7213952;443
Bleckhausener Mühle;54570;Rheinland-Pfalz;50,1332506;6,7213952;443
Bleialf;54608;Rheinland-Pfalz;50,2403104;6,2870144;449
Bleicherode;99752;Thüringen;51,4417675;10,5722245;237
Blekendorf;24327;Schlewig-Holstein;54,2591447;10,6544506;88
Blender;27337;Niedersachsen;52,9248103;9,1321199;93
Blengow;18230;Mecklenburg-Vorpommern;54,1083782;11,6744498;123
Blesendorf;16909;Brandenburg;53,1211501;12,5152596;171
Blesewitz;17392;Mecklenburg-Vorpommern;53,7627547;13,5693771;233
Bleyen;15328;Brandenburg;52,5513298;14,5533344;321
Blick;24392;Schlewig-Holstein;54,6415512;9,803084;122
Bliedersdorf;21640;Niedersachsen;53,5089886;9,5779796;31
Bliederstedt;99718;Thüringen;51,2344562;10,9305183;264
Blieschendorf;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Bliesdorf;16269;Brandenburg;52,7015681;14,0917107;286
Bliesendorf;14542;Brandenburg;52,3647941;12,8700716;230
Blieskastel;66440;Saarland;49,2390311;7,2594867;517
Bliestorf;23847;Schlewig-Holstein;53,7459271;10,4839676;36
Blievenstorf;19306;Mecklenburg-Vorpommern;53,400537;11,60276;104
Blindham;85655;Bayern;51,165691;10,451526;267
Blindheim;89434;Bayern;48,6476791;10,6118134;547
Blindow;17291;Brandenburg;53,3193989;13,8724781;255
Blochwitz;1561;Sachsen;51,2834635;13,6765407;352
Bloischdorf;3130;Brandenburg;51,5837985;14,3759135;365
Blomberg;26487;Niedersachsen;53,5706064;7,53082;166
Blomberg;32825;Nordrhein-Westfalen;51,9487215;9,0623357;190
Blomesche Wildnis;25348;Schlewig-Holstein;53,7897112;9,4374704;48
Blönsdorf;14913;Brandenburg;51,9506638;13,0987394;272
Blossin;15754;Brandenburg;52,2958387;13,7901018;287
Blowatz;23974;Mecklenburg-Vorpommern;53,9458304;11,5893114;110
Blumberg;16306;Brandenburg;53,2112456;14,209468;278
Blumberg;16356;Brandenburg;52,6205567;13,6740512;263
Blumberg;78176;Baden-Württemberg;47,8317424;8,5459812;645
Blumenaue;16845;Brandenburg;52,858298;12,4343744;177
Blumenhagen;16306;Brandenburg;53,2112456;14,209468;278
Blumenhagen;17337;Mecklenburg-Vorpommern;53,4503954;13,8047266;249
Blumenholz;17237;Mecklenburg-Vorpommern;53,3587349;13,2452262;213
Blumenow;16775;Brandenburg;53,0563903;13,1082776;211
Blumenthal;16928;Brandenburg;53,1344696;12,1805598;149
Blumenthal;24241;Schlewig-Holstein;54,2261735;10,0018031;75
Blunk;23813;Schlewig-Holstein;54,0217876;10,3448165;56
Blüssen;23923;Mecklenburg-Vorpommern;53,8318674;10,8715577;63
Blütenberg;16230;Brandenburg;52,8795489;13,817101;262
Blüthen;19357;Brandenburg;53,1627977;11,7453967;121
Bobbau;6766;Sachsen-Anhalt;51,6694163;12,235267;256
Bobeck;7646;Thüringen;50,8562787;11,7790587;322
Bobenheim am Berg;67273;Rheinland-Pfalz;49,512372;8,1507912;468
Bobenheim-Roxheim;67240;Rheinland-Pfalz;49,5774174;8,3599128;457
Bobenneukirchen;8606;Sachsen;50,3625638;12,0797301;381
Bobenthal;76891;Rheinland-Pfalz;49,0993464;7,8081616;519
Boberow;19357;Brandenburg;53,1627977;11,7453967;121
Böbing;82389;Bayern;47,7614488;10,9939607;647
Bobingen;86399;Bayern;48,2831997;10,7807733;588
Böbingen;67482;Rheinland-Pfalz;49,2856935;8,2115322;491
Böbingen;73560;Baden-Württemberg;48,8217391;9,9161131;526
Bobitz;23996;Mecklenburg-Vorpommern;53,7905794;11,4282001;95
Böblingen;71032;Baden-Württemberg;48,6802429;9,055195;546
Böblingen;71034;Baden-Württemberg;48,6762593;8,9773145;547
Boblitz;3222;Brandenburg;51,8566755;13,9048905;321
Böbrach;94255;Bayern;49,0473839;13,0512865;542
Bobritzsch;9627;Sachsen;50,8982125;13,4362054;374
Bobzin;19230;Mecklenburg-Vorpommern;53,40188;11,2495709;81
Böchingen;76833;Rheinland-Pfalz;49,2372083;8,0905998;498
Bocholt;46395;Nordrhein-Westfalen;51,8266853;6,58762;302
Bocholt;46397;Nordrhein-Westfalen;51,8446261;6,645786;298
Bocholt;46399;Nordrhein-Westfalen;51,8454749;6,6041283;300
Bochow;14550;Brandenburg;52,4037714;12,7806539;223
Bochow;14913;Brandenburg;51,9506638;13,0987394;272
Bochum;44787;Nordrhein-Westfalen;51,4813394;7,2168733;299
Bochum;44789;Nordrhein-Westfalen;51,4691349;7,2221149;300
Bochum;44791;Nordrhein-Westfalen;51,4886935;7,2474125;297
Bochum;44793;Nordrhein-Westfalen;51,4787676;7,1943311;301
Bochum;44795;Nordrhein-Westfalen;51,449197;7,1957779;303
Bochum;44797;Nordrhein-Westfalen;51,4243662;7,2205647;304
Bochum;44799;Nordrhein-Westfalen;51,452729;7,2313046;301
Bochum;44801;Nordrhein-Westfalen;51,4530679;7,2684099;300
Bochum;44803;Nordrhein-Westfalen;51,474673;7,2605924;298
Bochum;44805;Nordrhein-Westfalen;51,5162564;7,2714747;294
Bochum;44807;Nordrhein-Westfalen;51,5111295;7,2263052;296
Bochum;44809;Nordrhein-Westfalen;51,4995616;7,1997205;299
Bochum;44866;Nordrhein-Westfalen;51,482821;7,1281215;303
Bochum;44867;Nordrhein-Westfalen;51,464022;7,1333755;305
Bochum;44869;Nordrhein-Westfalen;51,4492114;7,1597986;305
Bochum;44879;Nordrhein-Westfalen;51,4284308;7,1544452;307
Bochum;44892;Nordrhein-Westfalen;51,4705371;7,326905;296
Bochum;44894;Nordrhein-Westfalen;51,4929817;7,3058408;295
Bocka;7589;Thüringen;50,8480011;11,9620272;328
Bockau;8324;Sachsen;50,542248;12,685748;380
Böcke;14778;Brandenburg;52,4852242;12,5600977;206
Bockelnhagen;37345;Thüringen;51,5255045;10,4320323;227
Bockelwitz;4703;Sachsen;51,156469;12,9270969;330
Bockenau;55595;Rheinland-Pfalz;49,8638457;7,7317592;440
Bockenem;31167;Niedersachsen;52,0007254;10,1216655;172
Bockenheim;67278;Rheinland-Pfalz;49,6065107;8,1830872;457
Bockhorn;26345;Niedersachsen;53,3712609;8,0028132;137
Bockhorn;85461;Bayern;48,3143436;11,9871237;598
Bockhorst;26897;Niedersachsen;52,9927537;7,6329914;172
Bockstadt;98673;Thüringen;50,4232162;10,9078593;353
Bockwitz;4680;Sachsen;51,1322299;12,8002136;327
Böddensell;39359;Sachsen-Anhalt;52,4071494;11,2014917;149
Boddin;16928;Brandenburg;53,1344696;12,1805598;149
Boddin;17179;Mecklenburg-Vorpommern;53,9715501;12,7046761;181
Boddin;19243;Mecklenburg-Vorpommern;53,5069254;11,0780068;68
Bodelshausen;72411;Baden-Württemberg;48,3993521;8,9717548;578
Bodelwitz;7381;Thüringen;50,7057241;11,6012879;334
Boden;56412;Rheinland-Pfalz;50,4199067;7,9349155;377
Bodenbach;1683;Sachsen;51,0799296;13,3231137;354
Bodenbach;53539;Rheinland-Pfalz;50,3000018;6,8773751;422
Bodenfelde;37194;Niedersachsen;51,6446116;9,5384983;215
Bodenheim;55294;Rheinland-Pfalz;49,9323893;8,3040558;420
Bodenkirchen;84155;Bayern;48,4017584;12,39452;596
Bodenmais;94249;Bayern;49,0701524;13,1020353;541
Bodenrode;37308;Thüringen;51,3896504;10,1681603;240
Bodensee;37434;Niedersachsen;51,607631;10,2202484;216
Bodenwerder;37619;Niedersachsen;51,9552167;9,5182385;181
Bodenwöhr;92439;Bayern;49,3020018;12,2871558;497
Bödingerhof;66500;Rheinland-Pfalz;49,1865107;7,3652243;520
Bodman-Ludwigshafen;78351;Baden-Württemberg;47,8178029;9,0578166;641
Bodnegg;88285;Baden-Württemberg;47,6998582;9,6985069;651
Bodolz;88131;Bayern;47,5627087;9,6765519;666
Bodstedt;18356;Mecklenburg-Vorpommern;54,3540104;12,6324985;191
Böel;24401;Schlewig-Holstein;54,6461802;9,7231588;124
Böelnorderfeld;24405;Schlewig-Holstein;54,6764292;9,7146247;127
Boen;26831;Niedersachsen;53,2034127;7,237635;190
Boffzen;37691;Niedersachsen;51,7503906;9,3987768;205
Bogel;56357;Rheinland-Pfalz;50,1917699;7,7704523;405
Bogen;94327;Bayern;48,9200636;12,6814185;546
Böhen;87736;Bayern;47,8800573;10,3135097;631
Böhla;1561;Sachsen;51,2834635;13,6765407;352
Böhlen;1594;Sachsen;51,2606788;13,2323241;334
Böhlen;1594;Sachsen;51,2606788;13,2323241;334
Böhlen;4564;Sachsen;51,2012755;12,3882958;306
Böhlen;4668;Sachsen;51,2187742;12,7537203;318
Böhlen;98701;Thüringen;50,5921286;11,0464115;336
Böhlendorf;18334;Mecklenburg-Vorpommern;54,1105171;12,6557727;182
Böhl-Iggelheim;67459;Rheinland-Pfalz;49,3609433;8,3229786;481
Böhme;29693;Niedersachsen;52,7627702;9,5833193;93
Böhmenkirch;89558;Baden-Württemberg;48,6847998;9,9333886;541
Böhmfeld;85113;Bayern;48,8610112;11,3667817;529
Bohmstedt;25853;Schlewig-Holstein;54,5807377;9,0463376;132
Bohmte;49163;Niedersachsen;52,4227864;8,2932658;172
Bohnenburg;19273;Niedersachsen;53,2556839;10,9455174;68
Böhnhusen;24220;Schlewig-Holstein;54,2419813;10,0891154;77
Bohsdorf;3130;Brandenburg;51,5837985;14,3759135;365
Boienhagen;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Boiensdorf;23974;Mecklenburg-Vorpommern;53,9458304;11,5893114;110
Boissow;19246;Mecklenburg-Vorpommern;53,5616031;10,9470514;59
Boitin;18249;Mecklenburg-Vorpommern;53,7781415;12,0183628;132
Boitin-Resdorf;23923;Mecklenburg-Vorpommern;53,8318674;10,8715577;63
Boitze;21368;Niedersachsen;53,1878707;10,739827;61
Boitzenburger Land;17268;Brandenburg;53,1816287;13,5478841;236
Boize;19246;Mecklenburg-Vorpommern;53,5616031;10,9470514;59
Boizenburg;19258;Mecklenburg-Vorpommern;53,4035861;10,7615181;50
Bokel;24802;Schlewig-Holstein;54,2340622;9,8676308;77
Bokel;25364;Schlewig-Holstein;53,8560812;9,7026788;41
Bokel;27616;Niedersachsen;53,434765;8,7969675;84
Bokelhoop;24797;Schlewig-Holstein;54,2039659;9,5451802;80
Bokelrehm;25596;Schlewig-Holstein;54,0225673;9,3799367;68
Böken;19069;Mecklenburg-Vorpommern;53,722374;11,4178274;92
Bökensberg;23717;Schlewig-Holstein;54,1657854;10,7108114;81
Bokensdorf;38556;Niedersachsen;52,5026836;10,698826;124
Bokholt-Hanredder;25335;Schlewig-Holstein;53,7543421;9,6058803;37
Bokhorst;25560;Schlewig-Holstein;54,0470205;9,481104;67
Boklund;24848;Schlewig-Holstein;54,4005228;9,4997989;101
